participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end,consolidated_tag
FR1,en_translated_from_fr_participant_0001,Q8,Content Strategy LinkedIn Assistant,High,positive,"an assistant who would help me with content strategy, helping me write content, notably on LinkedIn",47,47,Content And Writing Support
FR1,en_translated_from_fr_participant_0001,Q8,Sales Outreach Assistant,High,positive,an assistant who would have more of a sales hat and would help me with outreach and prospecting potential clients.,47,47,Professional Workflow Support
FR1,en_translated_from_fr_participant_0001,Q8,Content Creation Time Pressure,Medium,negative,"The content strategy assistant would help me with everything related to content creation, so mainly for me on LinkedIn, to help me write quality posts without it taking too much of my time.",51,51,Content And Writing Support
FR1,en_translated_from_fr_participant_0001,Q8,Invoice Follow-up Administration,Medium,neutral,"That assistant would be more in a context where I have a lot of invoices to send. It would really help me with sending invoices, follow-ups if invoices aren't paid on time, and all the administrative part related to services, with all the tasks to manage.",55,55,Voice Interaction Experience
FR1,en_translated_from_fr_participant_0001,Q9,Email Sequence Automation Need,High,positive,"So maybe it could help me create email sequences more easily, instead of managing all that manually today. There would certainly be things that could be automated without having to, for example, subscribe to a tool for all that CRM email-sending part.",60,60,Email Management
FR1,en_translated_from_fr_participant_0001,Q9,Limited Tool Integration,Medium,neutral,"I don't use any today, so in any case on the email automation part, I don't have tools that allow me to do that. Hence the interest maybe of being helped by AI on that part.",64,64,Data And System Integration
FR1,en_translated_from_fr_participant_0001,Q11,Written Format Preference,High,positive,"the fact that the questions are written, ultimately, I find that less disruptive than the tool tested just before where it's really a conversation. I'm more comfortable with the fact that here, the questions and follow-ups are done in writing.",74,74,Usage And Adoption Patterns
FR1,en_translated_from_fr_participant_0001,Q11,Voice Interaction Skepticism,Medium,negative,"I'm a bit more skeptical when the AI takes the form of voice notes versus the written side. I think we shouldn't forget that we're addressing a machine, and for those reasons, I find it more fluid for me to interact this way.",78,78,Voice Interaction Experience
FR1,en_translated_from_fr_participant_0001,Q11,Machine Identity Clarity Important,High,positive,"the fact that exchanges go through writing—sure, it's less human—but in any case, it doesn't make the person in front think they're interacting with a real human. It really puts back the place it actually has, I find.",82,82,Usage And Adoption Patterns
FR36,en_translated_from_fr_participant_0036,Q4,Administrative Email Support,Medium,positive,I use AI mainly to make quick corrections and to rephrase sentences for sending administrative emails.,16,16,Email Management
FR36,en_translated_from_fr_participant_0036,Q4,Precision And Tone Refinement,Medium,positive,"For rephrasing exchanges with a real estate agency, the AI helped me add precision to my sentences and adopt a slightly more formal and cordial style.",20,20,Social And Relationship Communication
FR36,en_translated_from_fr_participant_0036,Q5,Secure Environment Access Barriers,High,negative,"Using AI in a professional context — now we have a tool managed by the data team, but given the secure environment I work in, at the bank level, it was very complicated to use, for example, ChatGPT.",29,29,Privacy And Security
FR36,en_translated_from_fr_participant_0036,Q8,Context Precision Recognition,High,neutral,"the most important thing a personal assistant can do is understand my request with very precise context, so that it can help me effectively while allowing me to make my personal adjustments as little as possible.",47,47,Memory And Context Continuity
FR36,en_translated_from_fr_participant_0036,Q8,Data Integration For Analysis,High,neutral,"what would interest me is that it's directly connected, at least in my professional case, directly to our data and brings more precision. Because right now, it's me who gives it a lot of context with variables, and it isn't capable, at least for us, of retrieving those variables and therefore doing an analysis, for example.",51,51,Data And System Integration
FR36,en_translated_from_fr_participant_0036,Q8,Job Search Automation Feature,Medium,positive,"I had already tried, but there was already an AI assistant that allowed job searching and to apply directly to multiple positions that interest me. So I think that would be an interesting feature to include as an extension, because searching for jobs or new positions can be very time-consuming.",55,55,Search And Research
FR36,en_translated_from_fr_participant_0036,Q9,System Integration Opportunities,Medium,positive,"Directly on software like Content Square, for example, and then it could also be made available directly on Google Meet, indeed, on Google Calendar and Mail.",60,60,Data And System Integration
FR36,en_translated_from_fr_participant_0036,Q9,Calendar Availability Detection,High,positive,"On Google Calendar, it would allow detecting occurrences directly with other collaborators whose schedules I'm checking and give me the slots that are directly available, for example next week or the following two weeks.",64,64,Calendar And Scheduling
